respid,gender,edu,age,county,occupation
327,2,3,2,31,18
328,2,1,7,18,10
329,2,2,1,3,11
330,2,2,7,34,15
331,1,1,7,18,6
332,2,2,3,33,15
333,1,2,1,40,19
334,2,3,7,31,20
335,2,3,2,32,3
336,2,1,4,34,2
337,2,3,1,33,14
338,1,3,2,50,15
339,2,1,5,3,16
340,2,3,2,31,11
341,1,2,1,32,8
342,2,2,2,33,8
343,2,3,5,31,7
344,1,1,3,50,16
345,1,2,3,40,6
346,2,2,6,56,6
347,2,2,1,31,18
348,2,2,6,33,11
349,2,3,3,55,14
350,2,3,2,56,2
351,1,3,3,33,4
352,1,3,5,42,7
353,2,1,3,50,15
354,1,3,1,46,16
355,2,1,6,46,12
356,2,2,3,40,2
357,1,3,3,3,19
358,1,3,4,39,16
359,1,3,4,32,18
360,1,1,4,18,15
361,1,1,3,39,13
362,1,2,7,32,11
363,2,3,3,40,3
364,2,3,2,56,8
365,1,2,5,34,8
366,1,3,1,15,14
367,2,3,4,33,10
368,2,3,5,55,7
369,2,3,4,40,20
370,1,1,5,32,4
371,2,1,4,3,2
372,2,1,7,42,6
373,2,2,6,15,7
374,1,3,5,32,15
375,1,1,5,18,16
376,1,2,4,39,12
377,1,3,5,56,13
378,2,1,1,55,9
379,2,3,5,50,11
380,2,1,7,34,1
381,1,2,6,15,17
382,2,2,1,31,18
383,2,1,5,39,4
384,2,3,7,42,18
385,1,2,3,55,4
386,2,1,5,3,13
387,1,2,3,50,11
388,2,2,5,50,9
389,2,1,3,33,18
390,2,1,5,15,9
391,1,2,4,34,19
392,2,3,4,32,15
393,1,2,7,50,17
394,2,2,3,32,4
395,1,2,5,40,12
396,1,1,1,11,17
397,1,1,7,32,13
398,1,1,1,55,10
399,2,1,4,34,18
400,1,2,4,32,5
401,2,1,3,42,7
402,1,3,6,15,8
403,2,3,5,46,4
404,2,2,6,31,18
405,2,3,3,31,2
406,1,1,1,50,13
407,1,2,2,3,6
408,2,1,4,46,20
409,1,3,4,42,16
410,1,3,7,32,11
411,2,2,7,33,12
412,1,1,7,40,3
413,2,2,5,50,8
414,2,1,3,46,3
415,1,3,5,39,4
416,2,3,4,42,11
417,2,1,5,56,18
418,2,2,2,34,13
419,2,3,3,18,16
420,1,3,7,56,16
421,1,1,4,3,3
422,2,1,4,56,6
423,2,3,6,34,7
424,2,2,3,39,4
425,1,2,4,39,12
426,1,3,4,33,5
427,1,1,4,33,18
428,2,3,3,15,1
429,1,1,3,55,7
430,2,3,3,42,6
431,2,3,7,18,20
432,2,1,6,34,18
433,2,3,6,42,13
434,1,2,6,3,15
435,2,2,6,32,2
436,1,1,4,34,14
437,2,3,7,33,14
438,2,3,2,18,7
439,2,2,2,3,6
440,1,3,1,46,9
441,2,1,4,3,18
442,2,2,4,39,17
443,2,2,1,31,15
444,2,2,7,50,5
445,1,1,3,15,17
446,1,2,6,40,8
447,2,2,2,31,4
448,2,2,5,46,9
449,2,1,2,42,13
450,2,3,4,34,6
451,2,2,4,55,2
452,1,1,5,18,12
453,2,2,7,40,15
454,2,1,4,3,10
455,1,2,2,50,10
456,2,2,7,33,19
457,1,1,1,46,19
458,2,1,7,39,15
459,2,3,4,31,19
460,1,1,7,32,18
461,1,3,7,11,11
462,1,2,7,15,3
463,2,3,7,55,2
464,1,3,6,55,2
465,2,3,6,33,1
466,2,2,5,42,13
467,1,2,5,55,10
468,1,1,2,33,8
469,1,2,5,11,19
470,2,3,3,40,7
471,1,3,1,46,11
472,2,1,2,3,12
473,1,1,4,39,16
474,2,1,7,33,16
475,1,1,6,56,18
476,1,1,3,11,4
477,1,2,6,33,19
478,1,3,5,15,10
479,1,2,7,31,10
480,2,3,6,50,12
481,1,3,3,34,8
482,2,3,2,50,9
483,1,2,3,46,13
484,2,3,6,39,6
485,2,1,6,11,19
486,1,1,3,32,1
487,1,1,3,33,10
488,1,3,1,31,18
489,1,1,2,3,12
490,2,1,4,40,12
491,2,1,5,50,4
492,2,3,3,42,15
493,2,2,5,46,5
494,2,3,7,55,10
495,2,2,3,18,4
496,2,1,4,15,19
497,2,3,6,31,16
498,2,2,2,3,15
499,1,2,5,31,18
500,1,3,1,39,13
501,1,1,6,46,6
502,2,1,2,50,4
503,2,3,3,31,17
504,2,3,2,15,1
505,2,2,7,39,15
506,1,2,7,55,17
507,2,1,7,46,7
508,1,1,7,50,4
509,1,3,7,55,3
510,2,2,6,33,7
511,1,3,3,42,18
512,2,2,4,42,12
513,2,1,4,11,19
514,2,2,2,40,2
515,1,3,7,18,14
516,1,2,5,40,17
517,2,1,7,18,19
518,1,1,6,56,7
519,1,3,6,39,20
520,1,3,5,42,10
521,2,2,1,32,6
522,2,2,7,15,17
523,1,1,4,39,16
524,1,3,5,34,2
525,2,3,7,31,15
526,2,2,5,40,9
527,1,1,2,55,12
528,1,1,5,34,1
529,2,1,3,11,12
530,1,1,4,18,6
531,2,3,6,32,4
532,1,3,3,56,5
533,2,1,7,18,4
534,1,1,1,15,7
535,1,3,1,32,3
536,2,1,3,42,10
537,1,1,7,56,16
538,2,3,4,40,8
539,1,1,7,50,18
540,1,3,3,56,13
541,1,2,3,55,15
542,1,2,3,42,8
543,2,2,4,55,17
544,2,1,5,32,17
545,1,1,6,3,11
546,1,3,1,33,17
547,1,2,4,34,20
548,2,1,6,50,13
549,2,1,5,18,5
550,2,2,7,34,7
551,1,1,4,50,3
552,2,3,7,55,18
553,1,1,1,56,12
554,2,3,7,39,19
555,2,1,5,46,5
556,1,2,5,40,13
557,1,3,6,50,10
558,2,3,7,40,19
559,2,2,3,3,20
560,1,2,4,50,13
561,2,3,5,50,16
562,2,3,6,39,2
563,2,3,3,50,2
564,1,3,2,34,8
565,2,2,3,40,1
566,2,3,4,11,14
567,1,3,2,18,10
568,2,1,3,33,20
569,2,1,7,50,18
570,1,3,3,55,9
571,2,3,7,11,9
572,1,3,4,56,20
573,1,2,7,39,1
574,1,3,2,31,15
575,2,1,4,34,7
576,2,2,7,46,2
577,1,1,5,34,6
578,2,1,1,56,7
579,1,1,4,33,5
580,2,2,5,34,5
581,2,1,2,15,7
582,1,2,3,34,7
583,2,1,7,11,17
584,1,3,4,32,17
585,2,2,5,40,8
586,2,2,1,18,2
587,2,2,6,56,3
588,2,3,3,18,8
589,1,2,2,34,11
590,1,3,4,39,3
591,2,2,1,46,8
592,2,2,3,56,2
593,2,2,6,34,18
594,2,3,3,40,12
595,1,3,1,31,3
596,1,2,3,42,20
597,2,1,5,15,11
598,1,1,5,42,4
599,2,2,4,55,8
600,2,3,4,32,4
601,2,2,2,11,14
602,2,2,4,56,8
603,1,2,3,33,4
604,1,3,7,31,3
605,2,2,3,50,6
606,1,3,5,11,6
607,2,2,3,56,15
608,2,2,6,15,8
609,1,3,7,42,8
610,2,3,3,46,7
611,2,3,4,55,7
612,2,2,1,50,10
613,2,2,6,42,20
614,2,2,6,40,20
615,1,3,3,46,3
616,1,2,5,32,4
617,1,1,3,32,3
618,2,3,7,18,7
619,2,1,6,18,4
620,2,3,6,15,1
621,2,3,5,40,2
622,2,1,4,11,17
623,1,3,4,50,20
624,1,2,6,40,18
625,1,3,3,40,13
626,2,1,2,3,6
627,1,3,3,31,13
628,2,1,3,11,2
629,2,2,5,15,20
630,1,3,7,50,5
631,1,3,1,11,20
632,2,2,4,56,4
633,1,1,5,46,7
634,2,3,1,33,15
635,1,3,2,18,20
636,2,1,6,39,18
637,1,3,3,46,3
638,1,1,4,18,3
639,2,2,1,40,8
640,1,2,4,46,18
641,1,3,6,56,20
642,2,1,4,55,13
643,1,2,3,39,15
644,2,3,1,31,2
645,1,2,7,34,2
646,1,3,5,15,1
647,1,1,1,42,17
648,2,1,1,50,2
649,1,3,2,3,5
650,2,3,4,3,18
651,1,2,6,50,15
652,2,2,7,33,13
653,1,1,5,55,3
654,2,3,2,3,8
655,2,1,7,39,13
656,2,3,2,33,3
657,2,2,2,33,9
658,2,2,7,40,5
659,1,3,7,42,9
660,2,2,1,32,18
661,2,3,6,18,18
662,2,2,4,39,6
663,1,2,4,15,17
664,1,3,4,32,3
665,1,1,5,40,5
666,1,3,5,32,10
667,1,2,2,18,16
668,1,2,2,50,11
669,2,2,6,15,2
670,2,1,3,55,5
671,1,2,3,42,17
672,2,1,5,32,7
673,2,2,6,50,5
674,2,3,4,32,4
675,1,1,7,34,14
676,1,2,7,3,20
677,1,2,6,33,14
678,1,2,2,42,5
679,1,3,3,31,15
680,2,1,7,31,10
681,2,3,5,55,8
682,1,3,3,40,10
683,2,2,2,55,17
684,2,2,4,50,13
685,1,3,7,50,2
686,2,3,3,15,2
687,2,2,3,33,4
688,2,1,4,46,13
689,1,2,4,33,16
690,2,1,1,31,19
691,2,3,1,11,3
692,1,1,6,56,19
693,1,2,3,34,12
694,1,2,1,31,6
695,1,3,1,50,4
696,2,2,6,46,19
697,1,1,7,33,18
698,1,2,6,39,3
699,2,1,3,42,10
700,2,1,5,55,12
701,1,3,2,56,1
702,1,2,6,33,19
703,2,3,2,33,17
704,2,3,1,15,13
705,2,3,2,18,4
706,1,3,4,56,13
707,2,3,5,33,12
708,1,1,2,39,16
709,1,3,6,40,8
710,2,1,1,42,16
711,2,3,7,32,2
712,1,3,5,40,5
713,2,1,6,46,14
714,1,3,5,15,16
715,2,2,4,3,8
716,1,2,1,3,8
717,2,3,6,3,14
718,2,3,5,3,14
719,2,3,1,32,19
720,1,1,4,3,5
721,1,3,6,18,5
722,1,2,5,18,4
723,1,2,4,55,2
724,1,2,4,55,12
725,2,1,5,3,5
726,1,1,7,46,8
727,1,3,6,15,9
728,2,2,3,46,6
729,2,1,1,56,18
730,2,3,2,11,3
731,2,3,7,34,13
732,2,3,1,42,20
733,2,2,6,32,14
734,1,3,7,32,1
735,2,3,1,56,15
736,2,1,4,46,12
737,1,3,1,46,17
738,2,3,4,15,2
739,1,3,2,55,17
740,2,2,1,56,19
741,1,1,6,50,13
742,1,3,1,42,20
743,2,1,5,39,4
744,2,3,5,31,11
745,2,3,3,50,13
746,1,1,7,40,19
747,2,1,4,3,17
748,1,3,6,33,8
749,2,1,4,3,4
750,2,1,4,46,12
751,1,3,7,32,18
752,1,1,4,50,13
753,1,3,1,39,9
754,2,3,7,50,19
755,2,3,3,32,3
756,2,1,1,46,6
757,2,1,3,50,9
758,1,3,1,46,12
759,2,1,2,56,9
760,1,1,6,15,12
761,2,3,2,42,19
762,2,3,2,31,15
763,1,1,1,18,2
764,1,3,3,46,9
765,2,2,7,50,10
766,2,3,1,31,14
767,2,2,5,46,16
768,1,1,7,32,6
769,2,3,1,40,2
770,1,1,2,56,9
771,1,1,6,34,5
772,1,1,6,55,3
773,2,3,6,31,2
774,2,3,5,31,1
775,2,2,6,18,2
776,2,2,3,55,2
777,2,3,1,15,16
778,1,2,4,40,3
779,1,2,5,34,19
780,2,3,5,33,4
781,1,1,7,32,5
782,1,2,3,15,1
783,2,2,2,33,20
784,2,2,1,18,11
785,1,1,4,33,16
786,1,1,3,46,5
787,2,2,6,40,12
788,1,3,3,40,14
789,1,1,6,42,20
790,2,2,4,15,9
791,2,1,7,50,8
792,1,2,5,46,16
793,1,3,7,18,2
794,2,2,7,34,3
795,1,3,2,11,3
796,1,2,5,18,12
797,2,2,6,46,2
798,1,1,1,34,6
799,2,3,3,40,15
800,2,3,3,32,5
801,1,2,3,42,9
802,2,2,5,11,8
803,1,3,1,40,14
804,2,1,6,33,8
805,1,2,2,40,15
806,1,1,5,40,2
807,2,1,5,34,1
808,1,1,5,33,16
809,1,3,2,32,20
810,1,3,7,11,14
811,1,3,1,50,16
812,2,2,3,42,17
813,1,1,1,33,20
814,1,1,6,3,19
815,2,1,1,11,20
816,2,3,6,33,2
817,1,2,4,42,9
818,1,3,7,40,17
819,1,3,6,15,9
820,2,3,3,3,8
821,1,2,5,42,4
822,2,3,4,55,15
823,1,3,6,15,17
824,2,2,4,50,1
825,1,1,2,18,5
826,1,1,6,39,16
827,1,2,3,39,2
828,2,3,3,40,13
829,2,2,2,31,16
830,2,3,4,42,6
831,1,1,7,15,1
832,2,1,2,11,3
833,2,3,2,15,17
834,1,2,4,55,12
835,2,1,6,50,12
836,2,2,3,32,10
837,1,2,6,18,18
838,2,1,6,31,4
839,2,1,1,42,9
840,2,1,4,50,6
841,1,1,5,42,18
842,2,3,4,56,13
843,2,3,7,32,14
844,1,2,3,39,17
845,1,1,1,34,7
846,1,2,5,11,2
847,1,2,1,33,9
848,1,2,1,32,1
849,1,1,3,56,16
850,2,1,1,42,3
851,1,2,5,56,3
852,1,1,5,11,2
853,1,2,5,18,8
854,2,3,3,3,1
855,2,2,6,50,7
856,2,2,5,31,15
857,2,3,3,11,19
858,1,1,4,11,15
859,1,1,7,15,8
860,1,3,6,40,16
861,2,2,4,56,15
862,2,3,5,3,5
863,1,1,1,33,14
864,1,3,1,11,11
865,1,2,2,34,16
866,2,2,6,18,12
867,1,2,6,56,10
868,2,3,5,11,11
869,2,3,6,32,18
870,1,1,3,11,9
871,2,2,1,55,11
872,1,1,6,15,1
873,1,1,5,32,7
874,2,3,5,33,12
875,2,1,5,31,1
876,2,1,7,55,7
877,1,1,7,39,4
878,2,3,3,15,20
879,2,1,2,32,7
880,1,3,1,56,14
881,1,2,2,15,1
882,1,3,1,11,4
883,1,2,6,50,20
884,2,3,7,46,18
885,1,3,7,15,6
886,2,1,2,55,12
887,2,3,3,50,20
888,2,1,6,40,7
889,1,3,6,42,3
890,1,1,2,34,6
891,2,1,7,3,2
892,2,2,6,39,5
893,1,2,5,32,11
894,2,1,2,56,17
895,1,1,7,31,16
896,1,2,7,42,6
897,2,3,7,3,17
898,1,3,2,33,5
899,1,1,2,31,7
900,2,3,3,33,13
901,1,2,4,31,1
902,1,2,2,15,15
903,1,2,1,31,4
904,1,3,6,50,10
905,2,1,2,11,3
906,1,1,6,33,10
907,1,1,2,34,3
908,1,1,3,32,1
909,2,2,7,56,14
910,2,2,3,34,3
911,2,3,1,31,18
912,2,1,2,39,6
913,1,3,2,34,7
914,2,2,1,18,20
915,2,1,4,32,19
916,2,2,6,32,18
917,2,1,4,40,8
918,1,2,5,46,3
919,1,2,7,40,1
920,2,1,5,15,11
921,1,2,5,34,13
922,1,2,5,39,12
923,1,3,5,50,19
924,1,3,6,31,19
925,2,1,4,55,1
926,2,3,6,31,6
927,2,1,4,11,4
928,1,2,3,40,18
929,1,1,1,42,5
930,2,1,1,34,15
931,2,3,1,31,5
932,1,1,1,56,1
933,1,3,7,42,5
934,2,3,4,11,15
935,2,2,4,32,20
936,1,2,2,3,13
937,1,1,4,34,1
938,1,2,1,40,19
939,2,2,7,50,15
940,2,2,1,56,3
941,1,1,5,56,1
942,2,3,3,42,12
943,2,1,1,55,9
944,2,1,2,56,2
945,1,1,5,3,6
946,2,2,2,56,14
947,2,3,2,32,16
948,2,1,3,34,8
949,2,3,7,42,2
950,1,1,7,3,20
951,1,1,3,11,5
952,1,3,5,39,19
953,2,3,6,46,8
954,2,3,6,50,18
955,2,2,2,46,6
956,1,1,4,42,4
957,2,2,4,11,16
958,2,3,5,31,13
959,2,3,6,39,2
960,1,2,1,32,10
961,1,2,5,3,3
962,2,3,1,11,10
963,2,3,7,31,10
964,1,1,5,39,19
965,1,1,3,33,9
966,1,3,6,39,7
967,2,3,2,31,8
968,1,1,5,46,1
969,2,2,3,11,16
970,2,1,4,18,13
971,2,3,2,40,9
972,1,2,3,33,13
973,1,3,2,56,5
974,2,3,7,55,5
975,1,2,7,42,7
976,1,2,4,15,18
977,1,2,2,11,18
978,2,2,6,56,15
979,2,1,6,40,19
980,1,1,5,31,7
981,1,2,1,55,18
982,1,3,2,40,1
983,2,1,4,34,7
984,1,1,7,3,1
985,1,2,3,34,8
986,2,3,7,15,5
987,2,3,7,32,17
988,2,1,7,39,8
989,2,1,4,31,15
990,1,3,4,32,2
991,1,2,7,18,15
992,2,1,4,55,5
993,2,1,1,40,13
994,2,1,5,55,15
995,2,3,1,55,6
996,2,2,2,55,12
997,2,1,1,55,5
998,2,3,7,18,18
999,2,2,2,18,16
1000,1,2,5,32,15
1001,1,2,7,50,14
1002,2,1,2,11,13
1003,1,1,2,34,3
1004,1,2,5,56,13
1005,1,1,1,32,17
1006,2,1,5,18,9
1007,2,3,2,40,15
1008,1,1,4,39,13
1009,1,2,6,39,8
1010,1,2,7,39,15
1011,1,1,5,18,13
1012,2,1,7,50,15
1013,2,1,2,50,16
1014,2,1,5,50,20
1015,2,3,7,50,9
1016,2,1,4,46,16
1017,1,1,3,34,16
1018,2,2,1,34,2
1019,1,2,3,50,11
1020,1,2,7,50,8
1021,2,2,1,3,20
1022,1,2,5,11,20
1023,2,3,7,56,12
1024,2,1,1,55,17
1025,2,1,6,42,2
1026,2,2,5,32,3
1027,1,1,7,55,1
1028,1,3,5,11,16
1029,1,3,6,3,10
1030,2,3,2,3,5
1031,2,2,5,3,11
1032,1,2,4,3,6
1033,2,1,5,55,17
1034,2,3,1,39,19
1035,2,2,4,55,14
1036,2,2,7,15,9
1037,1,3,6,15,19
1038,2,1,6,50,10
1039,1,1,4,55,10
1040,2,3,3,18,10
1041,1,2,2,33,17
1042,1,1,7,11,13
1043,2,1,3,46,12
1044,1,3,5,46,6
1045,1,3,4,39,3
1046,2,2,7,18,2
1047,2,1,5,31,19
1048,1,2,5,3,18
1049,2,2,4,3,19
1050,1,2,4,33,2
1051,2,2,1,46,5
1052,1,3,1,31,19
1053,1,3,6,42,17
1054,1,1,4,40,10
1055,1,3,1,33,4
1056,2,3,4,31,17
1057,1,1,1,46,7
1058,2,2,1,3,20
1059,1,3,2,42,7
1060,1,3,6,18,6
1061,1,3,7,31,16
1062,1,2,3,3,10
1063,2,1,2,39,8
1064,1,1,2,42,6
1065,2,2,4,40,5
1066,1,2,7,42,20
1067,1,1,7,33,2
1068,1,3,7,11,16
1069,2,1,3,34,16
1070,2,2,7,56,16
1071,2,3,1,18,18
1072,1,1,4,46,11
1073,1,2,7,18,12
1074,1,1,4,39,2
1075,1,2,4,31,10
1076,2,1,1,11,3
1077,2,1,4,55,2
1078,2,1,1,55,19
1079,2,2,3,56,13
1080,2,1,6,40,7
1081,1,1,6,15,12
1082,1,1,4,46,14
1083,2,2,7,3,20
1084,1,1,2,18,14
1085,1,3,1,50,11
1086,2,2,3,11,14
1087,1,1,6,11,6
1088,1,3,5,39,15
1089,1,2,4,46,5
1090,2,3,3,42,4
1091,2,2,2,50,1
1092,1,3,1,50,5
1093,2,1,3,42,17
1094,2,3,1,11,15
1095,2,2,4,15,7
1096,2,3,5,15,16
1097,2,3,2,56,4
1098,2,2,6,50,19
1099,1,1,5,56,8
1100,1,1,3,56,6
1101,2,2,5,33,2
1102,2,3,5,55,6
1103,1,2,2,33,13
1104,1,3,5,31,19
1105,1,1,6,50,11
1106,1,2,2,34,10
1107,2,1,6,31,17
1108,2,1,1,39,11
1109,2,1,6,42,3
1110,2,2,2,55,4
1111,2,1,6,11,6
1112,1,1,2,15,16
1113,1,2,5,11,13
1114,1,1,2,18,6
1115,2,3,7,40,20
1116,2,2,1,3,19
1117,2,1,2,46,15
1118,2,3,1,42,17
1119,1,3,1,50,7
1120,1,2,1,15,8
1121,1,3,5,18,12
1122,2,2,2,31,3
1123,1,1,3,39,1
1124,2,2,6,18,13
1125,2,2,5,33,4
1126,1,1,5,40,14
1127,1,2,5,32,15
1128,1,3,5,18,17
1129,1,1,3,33,20
1130,1,1,3,40,5
1131,1,2,1,32,9
1132,2,1,2,3,12
1133,1,3,3,56,14
1134,2,1,6,3,12
1135,2,1,2,11,2
1136,2,3,7,39,9
1137,1,1,1,11,2
1138,1,2,6,33,6
1139,1,1,5,39,2
1140,2,3,3,42,7
1141,1,3,6,40,19
1142,1,3,2,15,15
1143,2,1,4,42,13
1144,2,1,5,3,15
1145,2,2,1,56,20
1146,1,2,4,55,5
1147,1,2,4,32,10
1148,1,2,6,32,17
1149,1,2,2,56,7
1150,1,2,1,34,20
1151,2,1,3,18,16
